,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,4.475001623048974,0.15345138305522957,1.0663035316037366,1.1379635644740682,5f35e37d93a88f0023c8ffdc,-105.48309836338629,218.96619672677258,null_model_1
