,attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,45.16790795478129,0.0858195164940163,1.5002192751451926,5f35dcae93a88f0023c8e7a3,-91.3576,186.7152,sparse_lqr
