,attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,13.365563563428518,0.10838663497698682,2.257093386078547,5f360eea93a88f0023c908e9,-82.11206010849011,168.22412021698022,sparse_lqr
