,attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,246.3792037212696,0.02606467257700711,3.850028110114679,5f35d5ea93a88f0023c8d5fd,-83.9904,171.9808,sparse_lqr
