,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,2.056574327507359,0.015565188911369016,2.1508957354212295,3.07424563593371,5f36121793a88f0023c9095f,-83.48016000000001,174.96032000000002,null_model_1
