,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,10.17937505186891,0.027884731444249397,0.22074746890270092,4.484649796582153,5f35d73993a88f0023c8d677,-75.0295,158.059,sparse_max_continuous
