,attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,48.04011440073103,0.004773301458133195,1.9076029733925803,5f35d7a693a88f0023c8d6b2,-113.8319,231.6638,sparse_lqr
