,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,7.347529124226834,0.06713840496161916,0.9431319923390483,2.4068936904414127,5f35d60393a88f0023c8d605,-80.1281,168.2562,sparse_max_discrete
