,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,4.419512946706218,0.042835692729696284,1.1975855385332572,1.5045502836766345,5f35d5ee93a88f0023c8d5fe,-107.85364012601715,223.7072802520343,null_model_1
