,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,19.018511227713915,0.061669365237498414,0.7105398976634785,3.114788671359119,5f35d79293a88f0023c8d6a1,-63.732888,135.465776,sparse_max_discrete
