,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.8880848615136443,0.0017079072565977052,4.904522545300129,1.9028789793559986,5f35dba493a88f0023c8e193,-125.8059849,259.6119698,null_model_1
