,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.0259587307790858,0.06460316728908586,2.6063803736797655,4.52632496031785,5f35d7d393a88f0023c8d6f4,-64.57104999999999,137.14209999999997,null_model_1
