,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,6.156802611016232,0.009697738895604501,3.1889585154433577,1.29962497705437,5f35d62993a88f0023c8d613,-119.82305,247.6461,null_model_1
