,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,2.882528980011122,0.25417308387366444,1.1784807923981275,1.2216899369785084,5f35dcae93a88f0023c8e7a3,-82.0286,172.0572,sparse_max_discrete
