,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.00262393420953,0.035357788659705416,1.9779584046673988,2.8298726409227393,5f35d7d693a88f0023c8d6f7,-72.90069564032135,153.8013912806427,null_model_1
