,situation,model,performance
0,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_2,1427.9394244855066
1,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,353.98791704767785
2,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,253.37412837457134
3,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,8.300182949061991
4,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,269.1482424470917
5,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,251.8005101583264
6,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,3.361902094217002
7,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,272.38409532314586
8,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,218.15222089942898
9,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,15.286605365082707
10,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,230.09283784370487
11,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,7.948877644284854
12,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,274.4447041973376
13,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,350.2008605737695
14,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_2,1427.9394244855066
15,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_1,1409.6044219338114
16,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,248.15255454539047
17,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,3.4519720623992796
18,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,250.93488911027868
19,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,232.67701605656669
20,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,537.5025075490322
21,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,736.9229968319671
22,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,278.9012158774052
23,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,398.60674522621946
24,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,245.1548093783236
25,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,256.20225426873105
26,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,236.13766565242594
27,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,270.22421161894084
28,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,281.5651214339545
29,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,1112.2632663155105
30,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,255.3251449104812
31,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,255.60109128441653
32,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,266.34941316379354
33,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,236.3559467257729
34,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,10.256504261794733
35,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,235.30270071346627
36,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,7.948877644284854
37,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,269.9460828324906
38,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,246.75039913044856
39,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,217.22558978597237
40,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,1057.104439789487
41,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,4.998145174482327
42,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,1079.6088934717307
43,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,627.5382887041812
44,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,7.948877644284854
45,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,230.17374712965068
46,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_1,1482.3179641095237
47,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_2,1427.9394244855066
48,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,4.998145174482327
49,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_1,1012.668359195071
50,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,723.2880418256277
51,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,237.9763914541908
52,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,225.49085854534923
53,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,394.79603695248835
54,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,7.948877644284854
55,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,199.9212437285395
56,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,621.2577271696234
57,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,367.60884184652815
58,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,311.61032732388867
59,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,359.14234152947597
60,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,236.29796707892248
61,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,1215.5789614631447
62,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,289.82354424283136
63,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,320.3305368313863
64,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,254.98287787150832
65,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,243.94864287407736
66,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,269.49010472654254
67,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,385.62527188491856
68,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,284.1849240819101
69,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,290.3004984004521
70,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,8.010542432338045
71,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,128.84159896966793
72,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,260.98093963106913
73,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,239.65804585237143
74,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,250.7626991727095
75,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,243.16852352536037
76,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,396.48272306356125
77,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,271.40748038410715
78,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,254.76164811157574
79,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,4.998145174482327
80,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,4.998145174482327
81,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,161.2418008050172
82,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,1039.7534866255153
83,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,728.6523631092737
84,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,4.998145174482327
85,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,258.23036776259977
86,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,249.28831777689928
87,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,464.0930701053178
88,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,248.08375427140138
89,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_1,1422.3484586932582
90,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,244.14790448914658
91,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,366.82491277901676
92,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_2,1427.9394244855066
93,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,3.420359546584892
94,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,278.7841074171976
95,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,287.66641855164147
96,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,465.3619027419478
97,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,6.59148563488348
98,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,250.8741104381416
99,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,11.226910958073415
100,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,250.28294600765426
101,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_lqr,3.698209951573728
102,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_continuous,1261.2675481595568
103,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,277.32151766142346
104,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,1090.1145114699161
105,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,550.9336436117488
106,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,238.56516740217765
107,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,251.82780183893428
108,"[241.0, -127.0, -192.0, 113.0, -224.0]",hill_climbing,258.9383291056037
109,"[241.0, -127.0, -192.0, 113.0, -224.0]",null_model_1,1405.3803627941177
110,"[241.0, -127.0, -192.0, 113.0, -224.0]",sparse_max_discrete,252.2861702601792
111,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_2,1073.896177477134
112,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,203.86388213751476
113,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,104.73881453603168
114,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,2.383194976632093
115,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,100.25785197757986
116,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,97.2803992374627
117,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,2.383194976632093
118,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,133.78159874877494
119,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,140.6628796683067
120,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,1.64244249154595
121,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,217.17758335330336
122,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,64.81673513603353
123,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,114.55475843560428
124,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,173.29988069394167
125,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_2,1073.896177477134
126,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_1,964.5798873840008
127,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,106.16530556768912
128,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,1.2383860253330774
129,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,108.1069996377256
130,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,106.2135967425205
131,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,419.3384155948667
132,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,554.874483995323
133,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,163.62862818799786
134,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,303.0630750248178
135,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,103.8571823646826
136,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,105.06223447038845
137,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,90.44670291828477
138,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,134.32567306038732
139,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,115.76958597359277
140,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,835.6781325840726
141,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,112.54675602628524
142,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,104.66270586302905
143,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,113.74358498389307
144,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,116.88618580667962
145,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,83.25173225664606
146,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,94.6684922694351
147,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,78.28601140607446
148,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,104.12191196828613
149,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,104.21064286592173
150,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,71.54611804071541
151,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,823.9014817965675
152,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,77.97824736120718
153,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,774.8301379450504
154,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,382.2090145410452
155,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,64.81673513603353
156,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,97.48154765546195
157,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_1,1015.873123376629
158,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_2,1073.896177477134
159,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,77.97824736120718
160,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_1,697.8654332952582
161,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,522.0882916670026
162,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,100.90555692306214
163,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,187.18715683238437
164,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,257.9472524077182
165,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,78.28601140607446
166,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,93.31546822977123
167,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,508.032342226291
168,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,203.40851309724383
169,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,152.76664103768476
170,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,286.7371724961574
171,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,94.30432047780907
172,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,882.4064379717171
173,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,119.1351003370136
174,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,154.5897663105972
175,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,102.00954886194494
176,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,95.85195618623342
177,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,133.3886974656473
178,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,182.63201655977824
179,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,150.34905686194676
180,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,210.8500071646893
181,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,77.97824736120718
182,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,87.23686986912911
183,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,113.22910991171186
184,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,202.43342102158547
185,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,109.50887790806603
186,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,98.98810609128776
187,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,238.01199451909505
188,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,116.70469757348853
189,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,100.608340095406
190,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,77.97824736120718
191,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,77.97824736120718
192,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,93.86654865790075
193,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,823.4453241026663
194,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,523.1877924139512
195,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,77.97824736120718
196,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,105.42458983593852
197,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,95.35157660159648
198,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,265.0365810422029
199,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,95.69785398293789
200,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_1,846.677529117703
201,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,97.19685087318243
202,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,202.71752788130794
203,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_2,1073.896177477134
204,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,1.8277185275588244
205,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,141.45332783924792
206,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,117.90121335600412
207,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,404.86724243677537
208,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,1.456410282896451
209,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,203.8172426604226
210,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,78.1003084333931
211,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,92.20756556998562
212,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_lqr,3.866779035556318
213,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_continuous,951.1709608728445
214,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,141.87495169991777
215,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,875.9455141891838
216,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,378.8105739928955
217,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,152.49622339271193
218,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,105.84399407138457
219,"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,98.02178501045188
220,"[95.0, -108.0, -140.0, 62.0, -173.0]",null_model_1,1039.5669227233823
221,"[95.0, -108.0, -140.0, 62.0, -173.0]",sparse_max_discrete,120.14426879458048
222,"[-84.0, 219.0, 125.0, -84.0, 132.0]",null_model_2,757.5156764054458
223,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,154.1599417931289
224,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,81.94755029033047
225,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,3.3394076169105134
226,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,87.65679866998242
227,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,100.40207422399746
228,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,3.3394076169105134
229,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,138.54368469067543
230,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,83.00248548782292
231,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,2.781403960505495
232,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,274.6285939624402
233,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,47.54054102716265
234,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,101.32422864443268
235,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,67.7105540606108
236,"[-84.0, 219.0, 125.0, -84.0, 132.0]",null_model_2,757.5156764054458
237,"[-84.0, 219.0, 125.0, -84.0, 132.0]",null_model_1,776.3566485915364
238,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,90.87982138021843
239,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,2.3191693051601
240,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,89.06467247990096
241,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,62.57036637198951
242,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,584.2906679259219
243,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,373.3143606817061
244,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,201.79993240749272
245,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,284.39309820501717
246,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,91.50600689055297
247,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,84.34008683068933
248,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,99.66688694281544
249,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,119.92596118883552
250,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,112.88615654252023
251,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,587.9615744065344
252,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,118.0041793437858
253,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,75.96609482533171
254,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,109.33797431579936
255,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,160.2445282164415
256,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,32.70258541347184
257,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,63.99681367623465
258,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,47.539332841690396
259,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,82.09205012769732
260,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,84.82414117831262
261,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,64.67442001527391
262,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,699.4029829582593
263,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,44.62695858023463
264,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,600.5183902401225
265,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,253.7008556693803
266,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,47.54054102716265
267,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,79.52891052357039
268,"[-84.0, 219.0, 125.0, -84.0, 132.0]",null_model_1,710.1530175549018
269,"[-84.0, 219.0, 125.0, -84.0, 132.0]",null_model_2,757.5156764054458
270,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,44.62695858023463
271,"[-84.0, 219.0, 125.0, -84.0, 132.0]",null_model_1,259.035987808683
272,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,403.4292725840232
273,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,97.06357041847984
274,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,185.37226203697216
275,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,376.64289259873055
276,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,47.54054102716265
277,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,64.67442001527391
278,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,437.46729818092496
279,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,135.61833043718187
280,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,111.92186632566451
281,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,278.7909807848191
282,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,98.04362677396702
283,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,646.829089996887
284,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,114.45414389521112
285,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,201.84819861100016
286,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,69.37539590105972
287,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,86.90092654935127
288,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,120.07668402719199
289,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,948.9773551314246
290,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,104.33883298649975
291,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,244.3981411458768
292,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,53.69990668586465
293,"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_lqr,36.81945793236447
294,"[-84.0, 219.0, 125.0, -84.0, 132.0]",hill_climbing,107.23453499502983
